client_id,dispatcher_id,tow_truck_id,status,node_id,car_value,completed_time,order_time
20462,,,pending,249,5669.49,,2024-07-25T01:24:52.092133+00:00
87664,,,pending,1072,5314.11,,2024-07-25T01:24:58.092422+00:00
82453,,,pending,1045,6779.14,,2024-07-25T01:25:08.092364+00:00
81785,,,pending,327,7640.95,,2024-07-25T01:25:39.092161+00:00
163,,,pending,949,6388.25,,2024-07-25T01:26:01.092363+00:00
46879,,,pending,311,2253.31,,2024-07-25T01:26:02.092489+00:00
97240,,,pending,434,5747.1,,2024-07-25T01:26:10.092350+00:00
73979,,,pending,1228,2876.0,,2024-07-25T01:26:54.092468+00:00
33203,,,pending,923,2367.44,,2024-07-25T01:27:51.092072+00:00
54433,,,pending,861,2958.59,,2024-07-25T01:29:18.092219+00:00
82401,,,pending,567,7829.88,,2024-07-25T01:30:39.092617+00:00
5433,,,pending,513,1121.79,,2024-07-25T01:30:56.092393+00:00
95354,,,pending,907,5776.97,,2024-07-25T01:31:38.092568+00:00
32632,,,pending,677,6597.93,,2024-07-25T01:31:50.092397+00:00
60699,,,pending,323,4964.79,,2024-07-25T01:31:53.092580+00:00
92456,,,pending,733,5013.55,,2024-07-25T01:32:00.092355+00:00
58728,,,pending,260,8415.48,,2024-07-25T01:32:39.092663+00:00
42818,,,pending,618,2694.0,,2024-07-25T01:34:43.092524+00:00
74586,,,pending,682,9780.82,,2024-07-25T01:35:08.092322+00:00
92683,,,pending,800,4336.47,,2024-07-25T01:35:33.092305+00:00
35810,,,pending,661,6684.39,,2024-07-25T01:35:39.092509+00:00
69416,,,pending,467,8078.27,,2024-07-25T01:36:02.092646+00:00
73303,,,pending,383,7207.54,,2024-07-25T01:37:02.092664+00:00
24229,,,pending,797,2195.65,,2024-07-25T01:38:57.092115+00:00
42463,,,pending,541,5283.38,,2024-07-25T01:39:21.092066+00:00
29403,,,pending,509,8899.65,,2024-07-25T01:39:25.092656+00:00
68075,,,pending,404,2508.75,,2024-07-25T01:40:04.092385+00:00
10594,,,pending,422,7200.9,,2024-07-25T01:41:07.092189+00:00
6250,,,pending,323,9766.49,,2024-07-25T01:41:44.092135+00:00
73187,,,pending,1202,1617.61,,2024-07-25T01:43:42.092526+00:00
80165,,,pending,258,7132.65,,2024-07-25T01:43:45.092575+00:00
16814,,,pending,501,5700.86,,2024-07-25T01:44:23.092458+00:00
49866,,,pending,353,1702.16,,2024-07-25T01:44:34.092309+00:00
35343,,,pending,804,7679.55,,2024-07-25T01:45:20.092630+00:00
88813,,,pending,874,5321.0,,2024-07-25T01:46:12.092694+00:00
787,,,pending,802,2549.05,,2024-07-25T01:46:29.092320+00:00
71518,,,pending,787,2281.66,,2024-07-25T01:46:43.092480+00:00
70315,,,pending,1061,1674.62,,2024-07-25T01:46:57.092537+00:00
35227,,,pending,356,4571.06,,2024-07-25T01:47:14.092717+00:00
24098,,,pending,1123,5055.72,,2024-07-25T01:47:27.092672+00:00
96558,,,pending,1070,3942.6,,2024-07-25T01:48:03.092527+00:00
24789,,,pending,554,2234.13,,2024-07-25T01:49:18.092465+00:00
26087,,,pending,1197,4193.01,,2024-07-25T01:51:09.092591+00:00
65804,,,pending,579,2920.68,,2024-07-25T01:51:52.092244+00:00
70666,,,pending,305,4627.1,,2024-07-25T01:52:13.092553+00:00
42097,,,pending,579,6289.79,,2024-07-25T01:53:01.092427+00:00
87645,,,pending,233,2443.42,,2024-07-25T01:53:03.092426+00:00
57283,,,pending,313,5114.1,,2024-07-25T01:53:33.092557+00:00
51874,,,pending,1192,6562.03,,2024-07-25T01:53:54.092536+00:00
93649,,,pending,1190,9965.49,,2024-07-25T01:53:55.092606+00:00
81924,,,pending,1217,9675.01,,2024-07-25T01:54:56.092431+00:00
12962,,,pending,270,7621.61,,2024-07-25T01:55:18.092495+00:00
86823,,,pending,770,5932.89,,2024-07-25T01:55:33.092089+00:00
63344,,,pending,232,9105.34,,2024-07-25T01:57:02.092710+00:00
40065,,,pending,915,4468.5,,2024-07-25T01:57:12.092207+00:00
82818,,,pending,915,6932.38,,2024-07-25T01:58:06.092609+00:00
96897,,,pending,713,5831.44,,2024-07-25T01:58:11.092650+00:00
97158,,,pending,459,9990.55,,2024-07-25T02:02:52.092660+00:00
20795,,,pending,1103,5996.6,,2024-07-25T02:04:25.092313+00:00
25971,,,pending,308,2050.8,,2024-07-25T02:04:41.092456+00:00
93240,,,pending,582,4465.9,,2024-07-25T02:04:55.092548+00:00
42007,,,pending,1160,2730.31,,2024-07-25T02:05:59.092105+00:00
54082,,,pending,889,3976.16,,2024-07-25T02:08:46.092587+00:00
14802,,,pending,971,7060.18,,2024-07-25T02:08:53.092705+00:00
93633,,,pending,304,5451.83,,2024-07-25T02:09:12.092676+00:00
44932,,,pending,348,7050.64,,2024-07-25T02:10:10.092475+00:00
72605,,,pending,978,2345.02,,2024-07-25T02:10:55.092692+00:00
16122,,,pending,933,1181.33,,2024-07-25T02:12:25.092295+00:00
42465,,,pending,902,5463.54,,2024-07-25T02:14:02.092190+00:00
42412,,,pending,444,2011.18,,2024-07-25T02:16:51.092380+00:00
88292,,,pending,231,8464.7,,2024-07-25T02:17:01.092519+00:00
34125,,,pending,259,9810.92,,2024-07-25T02:17:25.092396+00:00
94798,,,pending,915,4759.01,,2024-07-25T02:17:37.092701+00:00
32786,,,pending,619,2778.68,,2024-07-25T02:17:41.092172+00:00
52715,,,pending,547,2762.55,,2024-07-25T02:18:18.092277+00:00
58037,,,pending,299,4099.84,,2024-07-25T02:18:28.092111+00:00
68386,,,pending,985,7808.84,,2024-07-25T02:18:57.092326+00:00
16101,,,pending,470,2211.15,,2024-07-25T02:19:41.092643+00:00
14889,,,pending,1145,4887.79,,2024-07-25T02:19:44.092445+00:00
57974,,,pending,681,9564.94,,2024-07-25T02:21:18.092472+00:00
43808,,,pending,446,1633.55,,2024-07-25T02:22:14.092123+00:00
33126,,,pending,1002,9922.35,,2024-07-25T02:22:39.092354+00:00
74935,,,pending,771,5881.32,,2024-07-25T02:22:50.092211+00:00
78177,,,pending,604,2868.74,,2024-07-25T02:24:48.092233+00:00
42456,,,pending,1204,1510.98,,2024-07-25T02:25:39.092629+00:00
63595,,,pending,906,8360.55,,2024-07-25T02:25:57.092328+00:00
44541,,,pending,1122,8443.9,,2024-07-25T02:26:11.092073+00:00
46182,,,pending,973,4332.22,,2024-07-25T02:26:51.092340+00:00
75147,,,pending,756,2146.99,,2024-07-25T02:27:36.092652+00:00
79913,,,pending,1012,3186.96,,2024-07-25T02:28:17.092358+00:00
58989,,,pending,1005,7485.63,,2024-07-25T02:29:12.092446+00:00
48741,,,pending,1016,8782.92,,2024-07-25T02:29:29.092085+00:00
59607,,,pending,529,2381.66,,2024-07-25T02:29:30.092638+00:00
18107,,,pending,376,3193.01,,2024-07-25T02:30:14.092423+00:00
55722,,,pending,335,3345.4,,2024-07-25T02:30:20.092351+00:00
36485,,,pending,919,5480.01,,2024-07-25T02:30:49.092345+00:00
82894,,,pending,611,5842.39,,2024-07-25T02:32:02.092419+00:00
30542,,,pending,553,8940.72,,2024-07-25T02:32:12.092418+00:00
33427,,,pending,597,9200.52,,2024-07-25T02:32:52.092450+00:00
8027,,,pending,639,4481.52,,2024-07-25T02:32:59.092613+00:00
88417,,,pending,343,2291.33,,2024-07-25T02:33:04.092199+00:00
2581,,,pending,974,4492.31,,2024-07-25T02:33:12.092248+00:00
84034,,,pending,657,5901.94,,2024-07-25T02:33:49.092428+00:00
18360,,,pending,387,9540.89,,2024-07-25T02:34:00.092365+00:00
13718,,,pending,621,9480.53,,2024-07-25T02:36:28.092546+00:00
9064,,,pending,689,2767.78,,2024-07-25T02:36:32.092460+00:00
58772,,,pending,938,1291.56,,2024-07-25T02:38:04.092497+00:00
47822,,,pending,939,8956.55,,2024-07-25T02:38:07.092304+00:00
23005,,,pending,862,1014.6,,2024-07-25T02:39:24.092145+00:00
78887,,,pending,1133,6252.12,,2024-07-25T02:40:00.092714+00:00
43327,,,pending,736,3075.41,,2024-07-25T02:40:25.092696+00:00
33318,,,pending,545,9082.03,,2024-07-25T02:40:30.092098+00:00
33452,,,pending,882,4335.28,,2024-07-25T02:40:35.092621+00:00
38132,,,pending,946,7489.46,,2024-07-25T02:40:39.092228+00:00
79841,,,pending,1023,4177.24,,2024-07-25T02:40:52.092141+00:00
42082,,,pending,573,2984.62,,2024-07-25T02:40:55.092558+00:00
34332,,,pending,1061,8646.19,,2024-07-25T02:41:04.092081+00:00
79725,,,pending,615,1819.29,,2024-07-25T02:41:14.092067+00:00
28768,,,pending,883,3355.9,,2024-07-25T02:42:14.092564+00:00
46265,,,pending,1094,5401.5,,2024-07-25T02:42:52.092429+00:00
11838,,,pending,891,1456.74,,2024-07-25T02:43:28.092261+00:00
64903,,,pending,310,3425.14,,2024-07-25T02:43:54.092647+00:00
25870,,,pending,341,7272.14,,2024-07-25T02:44:49.092589+00:00
72114,,,pending,749,2976.56,,2024-07-25T02:45:00.092121+00:00
25230,,,pending,407,4455.54,,2024-07-25T02:45:48.092505+00:00
5536,,,pending,1135,1080.12,,2024-07-25T02:47:56.092162+00:00
57395,,,pending,715,3952.54,,2024-07-25T02:48:08.092623+00:00
3072,,,pending,1216,8377.82,,2024-07-25T02:48:35.092099+00:00
10026,,,pending,752,8557.88,,2024-07-25T02:49:12.092501+00:00
16167,,,pending,403,4675.16,,2024-07-25T02:50:18.092583+00:00
24598,,,pending,815,6472.82,,2024-07-25T02:50:53.092576+00:00
9615,,,pending,1003,8448.03,,2024-07-25T02:51:05.092317+00:00
45023,,,pending,241,8167.04,,2024-07-25T02:51:20.092614+00:00
49862,,,pending,502,1923.56,,2024-07-25T02:51:41.092378+00:00
69640,,,pending,620,6035.02,,2024-07-25T02:52:18.092639+00:00
78786,,,pending,1119,2849.49,,2024-07-25T02:52:30.092086+00:00
19984,,,pending,1078,4418.95,,2024-07-25T02:52:34.092424+00:00
96483,,,pending,867,7077.99,,2024-07-25T02:53:32.092685+00:00
37933,,,pending,285,5104.86,,2024-07-25T02:56:44.092119+00:00
63262,,,pending,1188,4470.06,,2024-07-25T02:57:30.092106+00:00
58372,,,pending,812,9297.25,,2024-07-25T02:57:46.092679+00:00
27702,,,pending,856,7608.91,,2024-07-25T02:57:55.092369+00:00
71685,,,pending,381,1466.82,,2024-07-25T02:59:23.092616+00:00
51177,,,pending,522,3531.15,,2024-07-25T03:00:08.092459+00:00
89843,,,pending,601,9373.18,,2024-07-25T03:00:26.092399+00:00
41219,,,pending,252,1554.76,,2024-07-25T03:00:47.092401+00:00
78369,,,pending,1111,2209.31,,2024-07-25T03:01:19.092498+00:00
89993,,,pending,1036,1138.51,,2024-07-25T03:01:26.092612+00:00
75918,,,pending,1172,6414.42,,2024-07-25T03:01:39.092194+00:00
84735,,,pending,366,5650.23,,2024-07-25T03:02:04.092202+00:00
50489,,,pending,970,7043.55,,2024-07-25T03:02:20.092627+00:00
60773,,,pending,1094,9876.24,,2024-07-25T03:02:51.092667+00:00
67046,,,pending,1170,3481.19,,2024-07-25T03:02:54.092651+00:00
50199,,,pending,577,8899.9,,2024-07-25T03:04:46.092708+00:00
41054,,,pending,470,7671.45,,2024-07-25T03:04:47.092296+00:00
66182,,,pending,796,3331.07,,2024-07-25T03:05:07.092298+00:00
45437,,,pending,964,5657.3,,2024-07-25T03:05:09.092683+00:00
84165,,,pending,1139,1307.54,,2024-07-25T03:05:45.092222+00:00
